/* ***DEPURADOS *** */
/* Unicos */
4,5,7,37,38,39
/* Generadas (Segmento:segmentado/Depurado.1.txt 17/01/13 20:39:17  */ 
1,7,9,15,32,39
1,3,11,13,22,31
1,6,14,19,20,29
1,2,5,10,24,36
/* Generadas (Segmento:segmentado/Depurado.2.txt 17/01/13 20:38:56  */ 
2,3,8,11,28,32
1,19,21,25,32,39
1,18,26,29,34,38
2,5,12,13,14,26
2,4,6,10,29,39
1,10,11,13,15,22
/* Generadas (Segmento:segmentado/Depurado.3.txt 17/01/13 20:38:13  */ 
2,11,24,28,29,39
2,5,19,31,32,35
2,7,9,12,13,27
3,4,10,20,25,27
2,6,14,16,17,21
/* Generadas (Segmento:segmentado/Depurado.4.txt 17/01/13 20:35:52  */ 
3,11,15,22,27,33
3,6,8,13,25,39
3,10,14,17,20,23
3,5,19,29,32,37
/* Generadas (Segmento:segmentado/Depurado.5.txt 17/01/13 20:34:58  */ 
4,8,15,16,21,34
4,12,13,19,24,32
4,9,25,27,31,36
3,22,25,28,37,39
3,29,31,32,33,35
4,17,20,22,23,38
4,5,10,18,30,39
4,7,14,26,33,37
/* Generadas (Segmento:segmentado/Depurado.6.txt 17/01/13 20:32:23  */ 
5,18,22,26,30,37
5,7,9,14,15,36
4,19,25,27,33,37
5,12,16,19,24,34
5,6,10,20,29,32
4,20,22,24,28,31
6,7,13,16,17,23
5,8,28,33,35,38
4,21,23,34,35,36
/* Generadas (Segmento:segmentado/Depurado.7.txt 17/01/13 20:30:23  */ 
6,10,14,20,27,29
6,8,16,17,24,32
7,8,19,23,27,34
6,12,13,19,25,33
7,9,15,33,36,37
7,10,11,24,28,38
7,12,18,21,30,35
/* Generadas (Segmento:segmentado/Depurado.8.txt 17/01/13 20:29:53  */ 
8,9,17,18,27,38
9,12,14,20,25,37
8,15,16,26,34,37
7,19,20,27,33,36
8,10,11,21,22,36
7,18,23,25,28,31
9,10,13,26,29,33
8,13,24,31,32,35
9,11,16,24,30,39
/* Generadas (Segmento:segmentado/Depurado.9.txt 17/01/13 20:28:24  */ 
10,11,21,22,26,35
9,14,16,23,33,34
11,14,17,18,31,39
12,14,15,22,24,28
10,13,19,29,33,37
12,13,17,27,32,34
9,21,25,27,31,37
10,16,27,28,30,39
9,19,20,28,35,38
11,20,23,29,30,32
9,15,18,26,30,36
/* Generadas (Segmento:segmentado/Depurado.10.txt 17/01/13 20:26:05  */ 
13,29,31,33,37,39
16,19,28,30,33,34
14,19,20,25,27,37
15,18,22,23,27,38
16,17,24,26,27,31
21,28,31,35,36,38
13,14,17,32,34,35
12,17,21,23,25,33
12,18,20,26,30,36
/*  Melate-Retro-Nuevos061824.txt  */
1,8,20,29,32,37
5,10,14,25,33,39
2,3,23,28,38,39
2,5,24,32,35,36
1,11,13,24,27,38
4,5,16,19,23,27
7,13,17,23,33,37
9,14,21,23,26,36
4,18,26,28,33,35
9,11,15,16,18,29
21,25,30,35,37,38
8,12,14,17,19,31
7,8,21,22,28,34
3,4,11,17,22,36
1,3,6,16,31,34
4,6,13,14,15,20
3,9,10,19,24,37
1,2,4,7,10,12
9,12,27,32,33,34
2,20,22,26,27,30
1,18,19,30,36,39
/* Melate-Retro-Nuevos101929.txt  */ 
1,16,29,32,35,36
4,13,16,17,19,37
2,3,7,9,10,14
7,12,15,16,23,34
3,11,13,18,27,34
1,10,21,30,33,38
12,18,19,24,26,30
21,22,25,28,34,37
4,8,18,22,23,35
5,9,15,17,27,32
4,10,12,29,31,39
6,14,15,20,26,35
2,13,21,24,31,35
3,20,23,29,33,37
7,8,11,24,29,38
2,15,19,22,36,38
6,8,9,19,25,31
1,11,17,22,26,31
4,5,7,26,33,36
2,11,16,28,33,39
1,9,20,24,34,39
/* Melate-Retro-Nuevos111209.txt 17/01/11 12:07:30  */ 
2,7,19,24,25,27
4,5,14,16,17,23
5,26,27,31,35,36
1,3,4,27,32,33
2,10,11,12,18,33
8,9,12,14,19,34
11,14,15,28,38,39
4,6,7,13,15,20
9,15,23,25,32,37
9,16,18,21,24,30
8,13,18,22,35,37
1,5,10,20,22,30
13,17,19,21,26,33
7,11,22,29,32,36
1,2,21,23,35,39
2,6,9,22,26,38
3,8,10,24,31,39
1,6,17,29,31,34
18,20,23,27,28,34
30,33,34,36,37,38
4,21,22,25,28,31
3,12,16,20,29,37
/* Generadas 17/01/11 13:41:44  */ 
1,3,4,5,15,29
1,2,11,25,33,38
1,7,10,16,34,39
/* Generadas 17/01/11 13:45:44  */ 
1,3,14,18,19,28
1,2,17,27,33,39
1,5,11,22,26,34
1,6,8,9,10,24
1,7,21,25,29,36
/* Generadas 17/01/11 13:46:38  */ 
1,4,8,20,29,34
1,2,10,13,23,33
1,6,11,21,28,35
1,3,18,25,38,39
/* Generadas 17/01/11 13:54:59  */ 
1,3,12,15,27,32
1,4,6,19,29,33
1,2,5,16,17,39
1,8,10,24,26,36
1,7,9,11,18,31
