8,17,19,21,28,30
5,9,10,16,22,26
13,18,21,29,31,39
7,12,13,16,19,26
2,15,17,29,30,35
8,16,19,22,23,36
1,15,18,27,35,36
12,15,20,27,34,36
1,10,11,23,34,35
12,13,24,25,27,33
1,2,14,15,23,35
1,4,11,19,22,34
7,12,25,33,34,35
1,4,9,12,15,31
1,4,13,19,32,39
2,4,10,23,26,28
1,4,16,23,33,35
4,18,19,20,26,34
5,12,20,25,27,38
20,21,25,30,34,35
8,11,12,19,26,34
14,18,29,31,32,35
1,3,13,17,28,30
20,22,23,27,35,38
7,11,20,25,33,36
2,10,12,30,38,39
22,25,27,29,32,37
2,17,30,32,34,36
1,10,14,16,25,28
5,6,9,25,26,28
1,6,16,21,34,36
20,27,28,31,34,37
2,4,5,19,21,24
3,8,12,13,31,32
1,8,14,18,29,38
1,5,10,26,36,37
5,17,20,25,28,29
8,10,13,14,26,36
9,21,27,34,38,39
5,18,24,32,35,37
4,17,25,27,30,31
16,26,30,31,37,38
10,12,13,15,19,23
4,14,17,24,26,35
5,9,14,17,22,29
9,11,18,23,27,37
17,20,32,34,35,37
8,19,21,29,33,35
4,6,15,22,23,26
13,15,28,30,35,38
13,14,15,18,20,39
